block,species,chr,chr_beg,chr_end,orientation
48,NZ_CP009844.1,1,784992,789564,-
48,NZ_CP045149.1,1,564481,569053,-
48,NC_010159.1,1,4309179,4313660,-
48,NZ_CP009906.1,1,1659900,1664471,+
48,NZ_CP006748.1,1,2814236,2818807,+
48,NZ_CP009704.1,1,2168196,2172767,+
48,NZ_CP064124.1,1,790519,795091,-
48,NZ_CP045163.1,1,3629519,3634090,+
48,NC_017265.1,1,3629497,3634068,+
49,NZ_CP033690.1,1,239008,247453,+
49,NC_017154.1,1,3834172,3842780,+
49,NC_003143.1,1,3843426,3852033,+
49,NZ_CP009723.1,1,76881,85334,-
49,NZ_CP016273.1,1,3486486,3495093,+
49,NZ_CP064125.1,1,3817345,3825952,+
49,NZ_CP045145.1,1,801348,809801,-
49,NZ_CP009991.1,1,3086591,3095035,-
49,NZ_CP045258.1,1,704371,712824,-
49,NZ_CP064120.1,1,3577464,3585909,+
49,NZ_CP064127.1,1,4080475,4088927,-
49,NZ_CP009785.1,1,1810711,1819164,-
49,NC_017168.1,1,1907426,1915879,-
49,NZ_CP010247.1,1,1227509,1235962,-
49,NC_005810.1,1,681838,690291,-
49,NC_017160.1,1,3820269,3828875,+
49,NZ_CP019708.1,1,3362056,3370493,-
49,NZ_CP064117.1,1,3682870,3691315,+
49,NZ_CP006792.1,1,4023211,4031656,-
49,NC_014029.1,1,3894059,3902666,+
49,NC_008150.1,1,3275876,3284483,+
49,NZ_CP009844.1,1,776538,784991,-
49,NZ_CP045149.1,1,556027,564480,-
49,NC_010159.1,1,4300725,4309178,-
49,NZ_CP009906.1,1,1664473,1673080,+
49,NZ_CP006748.1,1,2818809,2827262,+
49,NZ_CP009704.1,1,2172769,2181213,+
49,NZ_CP064124.1,1,782065,790518,-
49,NZ_CP045163.1,1,3634092,3642537,+
49,NC_017265.1,1,3634070,3642514,+
50,NZ_CP033690.1,1,247484,296131,+
50,NC_017154.1,1,3842798,3891593,+
50,NC_003143.1,1,3852051,3900846,+
50,NZ_CP009723.1,1,27914,76561,-
50,NZ_CP016273.1,1,3495111,3543905,+
50,NZ_CP064125.1,1,3825970,3874764,+
50,NZ_CP045145.1,1,752381,801028,-
50,NZ_CP009991.1,1,3037914,3086560,-
50,NZ_CP045258.1,1,655405,704051,-
50,NZ_CP064120.1,1,3585940,3634587,+
50,NZ_CP064127.1,1,4031508,4080155,-
50,NZ_CP009785.1,1,1761744,1810391,-
50,NC_017168.1,1,1858460,1907106,-
50,NZ_CP010247.1,1,1178706,1227338,-
50,NC_005810.1,1,632875,681518,-
50,NC_017160.1,1,3828893,3877688,+
50,NZ_CP019708.1,1,3313456,3362025,-
50,NZ_CP064117.1,1,3691346,3739975,+
50,NZ_CP006792.1,1,3974529,4023180,-
50,NC_014029.1,1,3902684,3951479,+
50,NC_008150.1,1,3284501,3333295,+
50,NZ_CP009844.1,1,727571,776218,-
50,NZ_CP045149.1,1,507060,555707,-
50,NC_010159.1,1,4251776,4300405,-
50,NZ_CP009906.1,1,1673098,1721892,+
50,NZ_CP006748.1,1,2827285,2876065,+
50,NZ_CP009704.1,1,2181244,2229890,+
50,NZ_CP064124.1,1,733102,781745,-
50,NZ_CP045163.1,1,3642568,3691219,+
50,NC_017265.1,1,3642545,3691190,+
51,NZ_CP033690.1,1,296132,297560,+
51,NZ_CP009991.1,1,3036485,3037912,-
51,NC_010159.1,1,3310136,3311579,+
51,NZ_CP009704.1,1,2229891,2231319,+
51,NC_017265.1,1,3691191,3692619,+
52,NZ_CP033690.1,1,297675,298785,+
52,NC_017154.1,1,789187,790297,-
52,NC_017154.1,1,790916,792011,-
52,NC_017154.1,1,792398,793499,-
52,NC_003143.1,1,795407,796517,-
52,NC_003143.1,1,797136,798231,-
52,NC_003143.1,1,798618,799719,-
52,NZ_CP009723.1,1,3137407,3138508,+
52,NZ_CP009723.1,1,3138895,3139990,+
52,NZ_CP009723.1,1,3140609,3141719,+
52,NZ_CP016273.1,1,529185,530295,-
52,NZ_CP016273.1,1,530914,532009,-
52,NZ_CP016273.1,1,532396,533497,-
52,NZ_CP064125.1,1,791532,792642,-
52,NZ_CP064125.1,1,793261,794356,-
52,NZ_CP064125.1,1,794743,795844,-
52,NZ_CP045145.1,1,3824505,3825606,+
52,NZ_CP045145.1,1,3825993,3827088,+
52,NZ_CP045145.1,1,3827707,3828817,+
52,NZ_CP009991.1,1,3035251,3036370,-
52,NZ_CP045258.1,1,3733858,3734959,+
52,NZ_CP045258.1,1,3735346,3736441,+
52,NZ_CP045258.1,1,3737060,3738170,+
52,NZ_CP064120.1,1,686037,687138,-
52,NZ_CP064127.1,1,3074862,3075963,+
52,NZ_CP064127.1,1,3076350,3077445,+
52,NZ_CP064127.1,1,3078064,3079165,+
52,NZ_CP009785.1,1,207808,208909,+
52,NZ_CP009785.1,1,209296,210391,+
52,NZ_CP009785.1,1,211010,212120,+
52,NC_017168.1,1,305573,306674,+
52,NC_017168.1,1,307061,308156,+
52,NC_017168.1,1,308775,309885,+
52,NZ_CP010247.1,1,2035420,2036521,-
52,NZ_CP010247.1,1,2037188,2038276,-
52,NZ_CP010247.1,1,2038893,2039988,-
52,NZ_CP010247.1,1,2040375,2041476,-
52,NC_005810.1,1,3385984,3387081,-
52,NC_017160.1,1,791345,792455,-
52,NC_017160.1,1,793074,794169,-
52,NC_017160.1,1,794556,795657,-
52,NZ_CP019708.1,1,1633474,1634589,-
52,NZ_CP019708.1,1,1635201,1636287,-
52,NZ_CP019708.1,1,1636670,1637766,-
52,NZ_CP064117.1,1,689813,690914,-
52,NZ_CP006792.1,1,2433235,2434336,+
52,NC_014029.1,1,847007,848117,-
52,NC_014029.1,1,848736,849831,-
52,NC_014029.1,1,850218,851319,-
52,NC_008150.1,1,3393121,3394222,+
52,NC_008150.1,1,3394609,3395704,+
52,NC_008150.1,1,3396323,3397415,+
52,NZ_CP009844.1,1,3829205,3830306,+
52,NZ_CP009844.1,1,3830693,3831788,+
52,NZ_CP009844.1,1,3832407,3833517,+
52,NZ_CP045149.1,1,3486226,3487336,-
52,NZ_CP045149.1,1,3487955,3489050,-
52,NZ_CP045149.1,1,3489437,3490538,-
52,NC_010159.1,1,223191,224259,+
52,NC_010159.1,1,224645,225740,+
52,NC_010159.1,1,226357,227445,+
52,NC_010159.1,1,228112,229213,+
52,NZ_CP009906.1,1,1781711,1782812,+
52,NZ_CP009906.1,1,1783199,1784294,+
52,NZ_CP009906.1,1,1784913,1786005,+
52,NZ_CP006748.1,1,2013564,2014665,+
52,NZ_CP006748.1,1,2015052,2016147,+
52,NZ_CP006748.1,1,2016764,2017852,+
52,NZ_CP006748.1,1,2018519,2019620,+
52,NZ_CP009704.1,1,2231434,2232553,+
52,NZ_CP064124.1,1,3495340,3496441,-
52,NZ_CP064124.1,1,3497108,3498196,-
52,NZ_CP064124.1,1,3498813,3499908,-
52,NZ_CP064124.1,1,3500295,3501392,-
52,NZ_CP045163.1,1,740621,741722,-
52,NC_017265.1,1,3692734,3693853,+
53,NZ_CP033690.1,1,298786,308181,+
53,NC_017154.1,1,779791,789185,-
53,NC_003143.1,1,786011,795405,-
53,NZ_CP009723.1,1,3141720,3151115,+
53,NZ_CP016273.1,1,519789,529183,-
53,NZ_CP064125.1,1,782136,791530,-
53,NZ_CP045145.1,1,3828818,3838213,+
53,NZ_CP009991.1,1,3025855,3035249,-
53,NZ_CP045258.1,1,3738171,3747566,+
53,NZ_CP064120.1,1,676641,686035,-
53,NZ_CP064127.1,1,3079166,3088561,+
53,NZ_CP009785.1,1,212121,221516,+
53,NC_017168.1,1,309886,319281,+
53,NZ_CP010247.1,1,2026024,2035418,-
53,NC_005810.1,1,3376556,3385982,-
53,NC_017160.1,1,781949,791343,-
53,NZ_CP019708.1,1,1624107,1633472,-
53,NZ_CP064117.1,1,680417,689811,-
53,NZ_CP006792.1,1,2434337,2443732,+
53,NC_014029.1,1,837610,847005,-
53,NC_008150.1,1,3397416,3406811,+
53,NZ_CP009844.1,1,3833518,3842913,+
53,NZ_CP045149.1,1,3476830,3486224,-
53,NC_010159.1,1,229214,238608,+
53,NZ_CP009906.1,1,1786006,1795401,+
53,NZ_CP006748.1,1,2019621,2029016,+
53,NZ_CP009704.1,1,2232554,2241949,+
53,NZ_CP064124.1,1,3485944,3495338,-
53,NZ_CP045163.1,1,731225,740619,-
53,NC_017265.1,1,3693854,3703249,+
54,NZ_CP033690.1,1,308184,316548,+
54,NC_017154.1,1,770712,779077,-
54,NC_003143.1,1,776986,785297,-
54,NZ_CP009723.1,1,3151829,3160139,+
54,NZ_CP016273.1,1,510764,519075,-
54,NZ_CP064125.1,1,773768,782133,-
54,NZ_CP045145.1,1,3838216,3846580,+
54,NZ_CP009991.1,1,3017487,3025852,-
54,NZ_CP045258.1,1,3747569,3755933,+
54,NZ_CP064120.1,1,668273,676638,-
54,NZ_CP064127.1,1,3088564,3096928,+
54,NZ_CP009785.1,1,222230,230540,+
54,NC_017168.1,1,319995,328305,+
54,NZ_CP010247.1,1,2017656,2026021,-
54,NC_005810.1,1,3368188,3376553,-
54,NC_017160.1,1,772871,781235,-
54,NZ_CP019708.1,1,1615018,1623383,-
54,NZ_CP064117.1,1,672049,680414,-
54,NZ_CP006792.1,1,2443735,2452099,+
54,NC_014029.1,1,828531,836896,-
54,NC_008150.1,1,3406814,3415194,+
54,NZ_CP009844.1,1,3843627,3851937,+
54,NZ_CP045149.1,1,3468480,3476827,-
54,NC_010159.1,1,238611,246804,+
54,NZ_CP009906.1,1,1795404,1803784,+
54,NZ_CP006748.1,1,2029019,2037383,+
54,NZ_CP009704.1,1,2241952,2250316,+
54,NZ_CP064124.1,1,3477573,3485941,-
54,NZ_CP045163.1,1,722857,731222,-
54,NC_017265.1,1,3703252,3711616,+
55,NZ_CP033690.1,1,316550,335326,+
55,NC_017154.1,1,751925,770711,-
55,NC_003143.1,1,758217,776985,-
55,NZ_CP009723.1,1,3160141,3178909,+
55,NZ_CP016273.1,1,491997,510763,-
55,NZ_CP064125.1,1,755009,773767,-
55,NZ_CP045145.1,1,3846582,3865339,+
55,NZ_CP009991.1,1,2998728,3017486,-
55,NZ_CP045258.1,1,3755935,3774693,+
55,NZ_CP064120.1,1,649468,668272,-
55,NZ_CP064127.1,1,3096930,3115688,+
55,NZ_CP009785.1,1,230542,249319,+
55,NC_017168.1,1,328307,347085,+
55,NZ_CP010247.1,1,1998906,2017655,-
55,NC_005810.1,1,3349449,3368187,-
55,NC_017160.1,1,754103,772870,-
55,NZ_CP019708.1,1,1596246,1615017,-
55,NZ_CP064117.1,1,653262,672048,-
55,NZ_CP006792.1,1,2452101,2470914,+
55,NC_014029.1,1,809762,828530,-
55,NC_008150.1,1,3417149,3435907,+
55,NZ_CP009844.1,1,3851939,3870706,+
55,NZ_CP045149.1,1,3449694,3468479,-
55,NC_010159.1,1,246806,265547,+
55,NZ_CP009906.1,1,1805737,1824494,+
55,NZ_CP006748.1,1,2037385,2056134,+
55,NZ_CP009704.1,1,2250318,2269085,+
55,NZ_CP064124.1,1,3458822,3477572,-
55,NZ_CP045163.1,1,704034,722856,-
55,NC_017265.1,1,3711618,3730385,+
56,NZ_CP033690.1,1,336062,350705,+
56,NC_017154.1,1,735835,750469,-
56,NC_003143.1,1,742129,756771,-
56,NZ_CP009723.1,1,3180355,3194997,+
56,NZ_CP016273.1,1,475903,490551,-
56,NZ_CP064125.1,1,739630,754273,-
56,NZ_CP045145.1,1,3866075,3880717,+
56,NZ_CP009991.1,1,2983350,2997992,-
56,NZ_CP045258.1,1,3775429,3790071,+
56,NZ_CP064120.1,1,634090,648732,-
56,NZ_CP064127.1,1,3117134,3131775,+
56,NZ_CP009785.1,1,250765,265407,+
56,NC_017168.1,1,348531,363173,+
56,NZ_CP010247.1,1,1983529,1998170,-
56,NC_005810.1,1,3334071,3348713,-
56,NC_017160.1,1,738014,752656,-
56,NZ_CP019708.1,1,1580196,1594811,-
56,NZ_CP064117.1,1,637884,652526,-
56,NZ_CP006792.1,1,2471650,2486292,+
56,NC_014029.1,1,793679,808315,-
56,NC_008150.1,1,3436643,3451292,+
56,NZ_CP009844.1,1,3872152,3886794,+
56,NZ_CP045149.1,1,3434316,3448958,-
56,NC_010159.1,1,266283,280919,+
56,NZ_CP009906.1,1,1825230,1839879,+
56,NZ_CP006748.1,1,2056870,2071511,+
56,NZ_CP009704.1,1,2269821,2284463,+
56,NZ_CP064124.1,1,3443444,3458086,-
56,NZ_CP045163.1,1,688656,703298,-
56,NC_017265.1,1,3731121,3745763,+
57,NZ_CP033690.1,1,351786,370327,+
57,NC_017154.1,1,716212,734754,-
57,NC_003143.1,1,722506,741048,-
57,NZ_CP009723.1,1,3196078,3214619,+
57,NZ_CP016273.1,1,456281,474822,-
57,NZ_CP064125.1,1,720008,738549,-
57,NZ_CP045145.1,1,3881798,3900339,+
57,NZ_CP009991.1,1,2963726,2982269,-
57,NZ_CP045258.1,1,3791152,3809693,+
57,NZ_CP064120.1,1,614467,633009,-
57,NZ_CP064127.1,1,3132856,3151396,+
57,NZ_CP009785.1,1,266488,285029,+
57,NC_017168.1,1,364254,382795,+
57,NZ_CP010247.1,1,1963907,1982448,-
57,NC_005810.1,1,3314448,3332990,-
57,NC_017160.1,1,718390,736933,-
57,NZ_CP019708.1,1,1560573,1579115,-
57,NZ_CP064117.1,1,618261,636803,-
57,NZ_CP006792.1,1,2487373,2505914,+
57,NC_014029.1,1,774056,792598,-
57,NC_008150.1,1,3452373,3470933,+
57,NZ_CP009844.1,1,3887875,3906416,+
57,NZ_CP045149.1,1,3414693,3433235,-
57,NC_010159.1,1,280955,299511,+
57,NZ_CP009906.1,1,1840960,1859520,+
57,NZ_CP006748.1,1,2072592,2091132,+
57,NZ_CP009704.1,1,2285544,2304085,+
57,NZ_CP064124.1,1,3423841,3442363,-
57,NZ_CP045163.1,1,669033,687575,-
57,NC_017265.1,1,3746844,3765387,+
58,NZ_CP033690.1,1,370329,394185,+
58,NC_017154.1,1,692317,716211,-
58,NC_003143.1,1,698615,722505,-
58,NZ_CP009723.1,1,3214621,3238511,+
58,NZ_CP016273.1,1,432390,456280,-
58,NZ_CP064125.1,1,696117,720007,-
58,NZ_CP045145.1,1,3900341,3924231,+
58,NZ_CP009991.1,1,2939869,2963725,-
58,NZ_CP045258.1,1,3809695,3833585,+
58,NZ_CP064120.1,1,590610,614466,-
58,NZ_CP064127.1,1,3151398,3174884,+
58,NZ_CP009785.1,1,285031,308921,+
58,NC_017168.1,1,382797,406564,+
58,NZ_CP010247.1,1,1940420,1963906,-
58,NC_005810.1,1,3290809,3314447,-
58,NC_017160.1,1,694503,718389,-
58,NZ_CP019708.1,1,1536728,1560572,-
58,NZ_CP064117.1,1,594404,618260,-
58,NZ_CP006792.1,1,2505916,2529649,+
58,NC_014029.1,1,750165,774055,-
58,NC_008150.1,1,3470935,3494825,+
58,NZ_CP009844.1,1,3906418,3930308,+
58,NZ_CP045149.1,1,3390802,3414692,-
58,NC_010159.1,1,300216,323919,+
58,NZ_CP009906.1,1,1859522,1883412,+
58,NZ_CP006748.1,1,2091134,2114620,+
58,NZ_CP009704.1,1,2304087,2327943,+
58,NZ_CP064124.1,1,3400196,3423840,-
58,NZ_CP045163.1,1,645176,669032,-
58,NC_017265.1,1,3765389,3789245,+
59,NZ_CP033690.1,1,394692,396637,+
59,NC_017154.1,1,689864,691809,-
59,NC_003143.1,1,696162,698107,-
59,NZ_CP009723.1,1,3239018,3240963,+
59,NZ_CP016273.1,1,429937,431882,-
59,NZ_CP064125.1,1,693664,695609,-
59,NZ_CP045145.1,1,3924738,3926683,+
59,NZ_CP009991.1,1,2937416,2939361,-
59,NZ_CP045258.1,1,3834092,3836037,+
59,NZ_CP064120.1,1,588157,590102,-
59,NZ_CP064127.1,1,3175391,3177336,+
59,NZ_CP009785.1,1,309428,311373,+
59,NC_017168.1,1,407071,409016,+
59,NZ_CP010247.1,1,1937967,1939912,-
59,NC_005810.1,1,3287033,3288978,-
59,NC_017160.1,1,692049,693996,-
59,NZ_CP019708.1,1,1532308,1534253,-
59,NZ_CP064117.1,1,591951,593896,-
59,NZ_CP006792.1,1,2530156,2532101,+
59,NC_014029.1,1,747712,749657,-
59,NC_008150.1,1,3495332,3497277,+
59,NZ_CP009844.1,1,3930815,3932760,+
59,NZ_CP045149.1,1,3388349,3390294,-
59,NC_010159.1,1,324426,326371,+
59,NZ_CP009906.1,1,1883919,1885864,+
59,NZ_CP006748.1,1,2115127,2117072,+
59,NZ_CP009704.1,1,2328450,2330395,+
59,NZ_CP064124.1,1,3396420,3398365,-
59,NZ_CP045163.1,1,642723,644668,-
59,NC_017265.1,1,3789752,3791697,+
60,NZ_CP033690.1,1,397638,398747,+
60,NC_017154.1,1,687755,688863,-
60,NC_003143.1,1,692094,693202,-
60,NZ_CP009723.1,1,3243923,3245032,+
60,NZ_CP016273.1,1,425869,426977,-
60,NZ_CP064125.1,1,691555,692663,-
60,NZ_CP045145.1,1,3927684,3928783,+
60,NZ_CP009991.1,1,2935307,2936415,-
60,NZ_CP045258.1,1,3837038,3838147,+
60,NZ_CP064120.1,1,586048,587156,-
60,NZ_CP064127.1,1,3178337,3179446,+
60,NZ_CP009785.1,1,314333,315442,+
60,NC_017168.1,1,411976,413085,+
60,NZ_CP010247.1,1,1935858,1936966,-
60,NC_005810.1,1,3284923,3286032,-
60,NC_017160.1,1,689940,691048,-
60,NZ_CP019708.1,1,1530199,1531307,-
60,NZ_CP064117.1,1,589842,590950,-
60,NZ_CP006792.1,1,2533102,2534211,+
60,NC_014029.1,1,745603,746711,-
60,NC_008150.1,1,3500222,3501346,+
60,NZ_CP009844.1,1,3935720,3936829,+
60,NZ_CP045149.1,1,3386240,3387348,-
60,NC_010159.1,1,327372,328481,+
60,NZ_CP009906.1,1,1888810,1889934,+
60,NZ_CP006748.1,1,2118073,2119182,+
60,NZ_CP009704.1,1,2331396,2332505,+
60,NZ_CP064124.1,1,3394311,3395419,-
60,NZ_CP045163.1,1,640614,641722,-
60,NC_017265.1,1,3792698,3793807,+
61,NZ_CP033690.1,1,398973,400229,+
61,NC_017154.1,1,686272,687529,-
61,NC_003143.1,1,690611,691868,-
61,NZ_CP009723.1,1,3245258,3246514,+
61,NZ_CP016273.1,1,424386,425643,-
61,NZ_CP064125.1,1,690072,691329,-
61,NZ_CP045145.1,1,3930978,3932234,+
61,NZ_CP009991.1,1,2933824,2935081,-
61,NZ_CP045258.1,1,3838373,3839629,+
61,NZ_CP064120.1,1,584565,585822,-
61,NZ_CP064127.1,1,3181631,3182887,+
61,NZ_CP009785.1,1,315668,316924,+
61,NC_017168.1,1,413311,414567,+
61,NZ_CP010247.1,1,1932417,1933674,-
61,NC_005810.1,1,3283440,3284697,-
61,NC_017160.1,1,688457,689714,-
61,NZ_CP019708.1,1,1528716,1529973,-
61,NZ_CP064117.1,1,588359,589616,-
61,NZ_CP006792.1,1,2534437,2535693,+
61,NC_014029.1,1,744120,745377,-
61,NC_008150.1,1,3501572,3502828,+
61,NZ_CP009844.1,1,3937055,3938311,+
61,NZ_CP045149.1,1,3384757,3386014,-
61,NC_010159.1,1,328707,329979,+
61,NZ_CP009906.1,1,1890160,1891416,+
61,NZ_CP006748.1,1,2121368,2122624,+
61,NZ_CP009704.1,1,2332731,2333987,+
61,NZ_CP064124.1,1,3392828,3394085,-
61,NZ_CP045163.1,1,639131,640388,-
61,NC_017265.1,1,3794033,3795289,+
62,NZ_CP033690.1,1,400231,404704,+
62,NC_017154.1,1,681798,686271,-
62,NC_003143.1,1,686137,690610,-
62,NZ_CP009723.1,1,3246516,3251000,+
62,NZ_CP016273.1,1,419912,424385,-
62,NZ_CP064125.1,1,685598,690071,-
62,NZ_CP045145.1,1,3932236,3936709,+
62,NZ_CP009991.1,1,2929351,2933823,-
62,NZ_CP045258.1,1,3839631,3844104,+
62,NZ_CP064120.1,1,580091,584564,-
62,NZ_CP064127.1,1,3182889,3187373,+
62,NZ_CP009785.1,1,316926,321399,+
62,NC_017168.1,1,414569,419041,+
62,NZ_CP010247.1,1,1927932,1932416,-
62,NC_005810.1,1,3278969,3283439,-
62,NC_017160.1,1,683983,688456,-
62,NZ_CP019708.1,1,1524252,1528715,-
62,NZ_CP064117.1,1,583885,588358,-
62,NZ_CP006792.1,1,2535695,2540179,+
62,NC_014029.1,1,739646,744119,-
62,NC_008150.1,1,3502830,3507303,+
62,NZ_CP009844.1,1,3938313,3942786,+
62,NZ_CP045149.1,1,3380283,3384756,-
62,NC_010159.1,1,1075708,1080168,+
62,NZ_CP009906.1,1,1891418,1895891,+
62,NZ_CP006748.1,1,2122626,2127099,+
62,NZ_CP009704.1,1,2333989,2338461,+
62,NZ_CP064124.1,1,3388354,3392827,-
62,NZ_CP045163.1,1,634657,639130,-
62,NC_017265.1,1,3795291,3799763,+
63,NZ_CP033690.1,1,406034,429579,+
63,NC_017154.1,1,656921,680468,-
63,NC_003143.1,1,661261,684807,-
63,NZ_CP009723.1,1,3252330,3275875,+
63,NZ_CP016273.1,1,395036,418582,-
63,NZ_CP064125.1,1,660721,684268,-
63,NZ_CP045145.1,1,3938039,3961584,+
63,NZ_CP009991.1,1,2904475,2928021,-
63,NZ_CP045258.1,1,3845434,3868979,+
63,NZ_CP064120.1,1,555215,578761,-
63,NZ_CP064127.1,1,3188703,3212248,+
63,NZ_CP009785.1,1,322729,346274,+
63,NC_017168.1,1,419043,442588,+
63,NZ_CP010247.1,1,1903056,1926602,-
63,NC_005810.1,1,3254093,3277639,-
63,NC_017160.1,1,659108,682653,-
63,NZ_CP019708.1,1,1499380,1522922,-
63,NZ_CP064117.1,1,559009,582555,-
63,NZ_CP006792.1,1,2541509,2565054,+
63,NC_014029.1,1,714780,738327,-
63,NC_008150.1,1,3508633,3532178,+
63,NZ_CP009844.1,1,3944116,3967661,+
63,NZ_CP045149.1,1,3355407,3378953,-
63,NC_010159.1,1,1081498,1105045,+
63,NZ_CP009906.1,1,1897221,1920765,+
63,NZ_CP006748.1,1,2128429,2151974,+
63,NZ_CP009704.1,1,2339791,2363336,+
63,NZ_CP064124.1,1,3363478,3387024,-
63,NZ_CP045163.1,1,609781,633327,-
63,NC_017265.1,1,3801093,3824638,+
64,NZ_CP033690.1,1,430304,434354,+
64,NC_017154.1,1,652145,656197,-
64,NC_003143.1,1,656486,660537,-
64,NZ_CP009723.1,1,3276600,3280650,+
64,NZ_CP016273.1,1,390263,394312,-
64,NZ_CP064125.1,1,655946,659997,-
64,NZ_CP045145.1,1,3962309,3966359,+
64,NZ_CP009991.1,1,2899699,2903751,-
64,NZ_CP045258.1,1,3869704,3873754,+
64,NZ_CP064120.1,1,550440,554491,-
64,NZ_CP064127.1,1,3212973,3217023,+
64,NZ_CP009785.1,1,346999,351049,+
64,NC_017168.1,1,443313,447363,+
64,NZ_CP010247.1,1,1898281,1902332,-
64,NC_005810.1,1,3249318,3253369,-
64,NC_017160.1,1,654333,658384,-
64,NZ_CP064117.1,1,554234,558285,-
64,NZ_CP006792.1,1,2565779,2569829,+
64,NC_014029.1,1,710005,714056,-
64,NC_008150.1,1,3532903,3536953,+
64,NZ_CP009844.1,1,3968386,3972436,+
64,NZ_CP045149.1,1,3350632,3354683,-
64,NC_010159.1,1,1105769,1109819,+
64,NZ_CP009906.1,1,1921490,1925540,+
64,NZ_CP006748.1,1,2152699,2156749,+
64,NZ_CP009704.1,1,2364061,2368112,+
64,NZ_CP064124.1,1,3358703,3362754,-
64,NZ_CP045163.1,1,605006,609057,-
64,NC_017265.1,1,3825363,3829414,+
65,NZ_CP033690.1,1,436873,456840,+
65,NC_017154.1,1,629660,649626,-
65,NC_003143.1,1,634001,653967,-
65,NZ_CP009723.1,1,3283169,3303136,+
65,NZ_CP016273.1,1,367778,387744,-
65,NZ_CP064125.1,1,633461,653427,-
65,NZ_CP045145.1,1,3968878,3988845,+
65,NZ_CP009991.1,1,2877214,2897180,-
65,NZ_CP045258.1,1,3876273,3896240,+
65,NZ_CP064120.1,1,527955,547921,-
65,NZ_CP064127.1,1,3219542,3239510,+
65,NZ_CP009785.1,1,353569,373536,+
65,NC_017168.1,1,449882,469849,+
65,NZ_CP010247.1,1,1875795,1895762,-
65,NC_005810.1,1,3226832,3246799,-
65,NC_017160.1,1,631849,651814,-
65,NZ_CP019708.1,1,1478196,1498144,-
65,NZ_CP064117.1,1,531749,551715,-
65,NZ_CP006792.1,1,2572348,2592315,+
65,NC_014029.1,1,687520,707486,-
65,NC_008150.1,1,3539472,3559439,+
65,NZ_CP009844.1,1,3974955,3994922,+
65,NZ_CP045149.1,1,3328147,3348113,-
65,NC_010159.1,1,1112333,1132284,+
65,NZ_CP009906.1,1,1928059,1948026,+
65,NZ_CP006748.1,1,2159268,2179236,+
65,NZ_CP009704.1,1,2370630,2390597,+
65,NZ_CP064124.1,1,3336217,3356184,-
65,NZ_CP045163.1,1,582521,602487,-
65,NC_017265.1,1,3831933,3851900,+
66,NZ_CP033690.1,1,457160,462062,+
66,NC_017154.1,1,624436,629340,-
66,NC_003143.1,1,628778,633681,-
66,NZ_CP009723.1,1,3303456,3308358,+
66,NZ_CP016273.1,1,362557,367460,-
66,NZ_CP064125.1,1,628228,633131,-
66,NZ_CP045145.1,1,3989027,3993929,+
66,NZ_CP009991.1,1,2871975,2876894,-
66,NZ_CP045258.1,1,3896422,3901333,+
66,NZ_CP064120.1,1,522733,527636,-
66,NZ_CP064127.1,1,3239830,3244756,+
66,NZ_CP009785.1,1,373856,378758,+
66,NC_017168.1,1,470169,475071,+
66,NZ_CP010247.1,1,1870548,1875466,-
66,NC_005810.1,1,3221594,3226512,-
66,NC_017160.1,1,626626,631529,-
66,NZ_CP019708.1,1,1472973,1477876,-
66,NZ_CP064117.1,1,526527,531430,-
66,NZ_CP006792.1,1,2592497,2597399,+
66,NC_014029.1,1,682297,687200,-
66,NC_008150.1,1,3559759,3564661,+
66,NZ_CP009844.1,1,3995242,4000144,+
66,NZ_CP045149.1,1,3322915,3327818,-
66,NC_010159.1,1,1132604,1137524,+
66,NZ_CP009906.1,1,1948346,1953248,+
66,NZ_CP006748.1,1,2179556,2184482,+
66,NZ_CP009704.1,1,2390916,2395835,+
66,NZ_CP064124.1,1,3330974,3335892,-
66,NZ_CP045163.1,1,577298,582201,-
66,NC_017265.1,1,3852220,3857139,+
67,NZ_CP033690.1,1,462785,467730,+
67,NC_017154.1,1,618770,623713,-
67,NC_003143.1,1,623111,628055,-
67,NZ_CP009723.1,1,3309081,3314025,+
67,NZ_CP016273.1,1,356890,361834,-
67,NZ_CP064125.1,1,622561,627505,-
67,NZ_CP045145.1,1,3994652,3999596,+
67,NZ_CP009991.1,1,2765515,2770475,+
67,NZ_CP045258.1,1,3902056,3907000,+
67,NZ_CP064120.1,1,517066,522010,-
67,NZ_CP064127.1,1,3245479,3250423,+
67,NZ_CP009785.1,1,379481,384425,+
67,NC_017168.1,1,475794,480738,+
67,NZ_CP010247.1,1,1864881,1869825,-
67,NC_005810.1,1,3215927,3220871,-
67,NC_017160.1,1,620959,625903,-
67,NZ_CP019708.1,1,1467306,1472250,-
67,NZ_CP064117.1,1,520860,525804,-
67,NZ_CP006792.1,1,2598122,2603066,+
67,NC_014029.1,1,676630,681574,-
67,NC_008150.1,1,3565384,3570328,+
67,NZ_CP009844.1,1,4000867,4005811,+
67,NZ_CP045149.1,1,3317248,3322192,-
67,NC_010159.1,1,1138247,1143190,+
67,NZ_CP009906.1,1,1953971,1958915,+
67,NZ_CP006748.1,1,2185205,2190149,+
67,NZ_CP009704.1,1,2497333,2502294,-
67,NZ_CP064124.1,1,3325307,3330251,-
67,NZ_CP045163.1,1,571631,576575,-
67,NC_017265.1,1,3958638,3963599,-
68,NZ_CP033690.1,1,468041,475923,+
