block,species,chr,chr_beg,chr_end,orientation
25,NZ_CP019708.1,1,1989763,2017939,+
25,NZ_CP064117.1,1,442688,470870,-
25,NZ_CP006792.1,1,2682317,2710499,-
25,NC_014029.1,1,596497,624678,-
25,NC_008150.1,1,3991992,4020157,+
25,NZ_CP009844.1,1,4057743,4085923,+
25,NZ_CP045149.1,1,3722951,3751132,+
25,NC_010159.1,1,3093700,3122559,+
25,NZ_CP009906.1,1,3036937,3065103,-
25,NZ_CP006748.1,1,2645604,2673748,+
25,NZ_CP009704.1,1,2419182,2447363,-
25,NZ_CP064124.1,1,4038783,4066946,+
25,NZ_CP045163.1,1,466157,494338,+
25,NC_017265.1,1,3880486,3908665,-
26,NZ_CP033690.1,1,545887,552463,+
26,NC_017154.1,1,532071,538647,-
26,NC_003143.1,1,536426,543002,-
26,NZ_CP009723.1,1,3394140,3400716,+
26,NZ_CP016273.1,1,4000385,4006961,+
26,NZ_CP064125.1,1,537662,544228,-
26,NZ_CP045145.1,1,4077770,4084346,+
26,NZ_CP009991.1,1,2848629,2855205,+
26,NZ_CP045258.1,1,3985544,3992110,+
26,NZ_CP064120.1,1,432317,438893,-
26,NZ_CP064127.1,1,3733584,3740160,+
26,NZ_CP009785.1,1,464540,471116,+
26,NC_017168.1,1,560853,567429,+
26,NZ_CP010247.1,1,1374445,1381021,-
26,NC_005810.1,1,4182748,4189324,+
26,NC_017160.1,1,534260,540836,-
26,NZ_CP019708.1,1,2017941,2024517,+
26,NZ_CP064117.1,1,436111,442687,-
26,NZ_CP006792.1,1,2675740,2682316,-
26,NC_014029.1,1,589920,596496,-
26,NC_008150.1,1,4020159,4026726,+
26,NZ_CP009844.1,1,4085925,4092501,+
26,NZ_CP045149.1,1,3751134,3757710,+
26,NC_010159.1,1,769635,776191,+
26,NZ_CP009906.1,1,3030369,3036936,-
26,NZ_CP006748.1,1,2673750,2680326,+
26,NZ_CP009704.1,1,2412605,2419181,-
26,NZ_CP064124.1,1,4066948,4073524,+
26,NZ_CP045163.1,1,494340,500916,+
26,NC_017265.1,1,3873909,3880485,-
27,NZ_CP033690.1,1,553977,568530,+
27,NC_017154.1,1,516004,530556,-
27,NC_003143.1,1,520359,534911,-
27,NZ_CP009723.1,1,3402230,3416783,+
27,NZ_CP016273.1,1,4008475,4023028,+
27,NZ_CP064125.1,1,519626,534178,-
27,NZ_CP045145.1,1,4085860,4100413,+
27,NZ_CP009991.1,1,2856719,2871272,+
27,NZ_CP045258.1,1,3995593,4010146,+
27,NZ_CP064120.1,1,416250,430802,-
27,NZ_CP064127.1,1,3741674,3756215,+
27,NZ_CP009785.1,1,472630,487183,+
27,NC_017168.1,1,568943,583496,+
27,NZ_CP010247.1,1,1358390,1372930,-
27,NC_005810.1,1,4190838,4205391,+
27,NC_017160.1,1,518193,532745,-
27,NZ_CP019708.1,1,2026031,2040573,+
27,NZ_CP064117.1,1,420044,434596,-
27,NZ_CP006792.1,1,2659673,2674225,-
27,NC_014029.1,1,573853,588405,-
27,NC_008150.1,1,4598596,4613164,-
27,NZ_CP009844.1,1,4094015,4108568,+
27,NZ_CP045149.1,1,3759224,3773777,+
27,NC_010159.1,1,777705,792259,+
27,NZ_CP009906.1,1,2443965,2458533,+
27,NZ_CP006748.1,1,2681840,2696381,+
27,NZ_CP009704.1,1,2396538,2411090,-
27,NZ_CP064124.1,1,4075038,4089591,+
27,NZ_CP045163.1,1,502430,516983,+
27,NC_017265.1,1,3857842,3872394,-
28,NZ_CP033690.1,1,569240,578421,+
28,NC_017154.1,1,506113,515294,-
28,NC_003143.1,1,510468,519649,-
28,NZ_CP009723.1,1,3417493,3426674,+
28,NZ_CP016273.1,1,4023738,4032919,+
28,NZ_CP064125.1,1,509735,518916,-
28,NZ_CP045145.1,1,4101123,4110304,+
28,NZ_CP009991.1,1,2755635,2764816,-
28,NZ_CP045258.1,1,4010856,4020037,+
28,NZ_CP064120.1,1,406359,415540,-
28,NZ_CP064127.1,1,3756924,3766105,+
28,NZ_CP009785.1,1,487893,497074,+
28,NC_017168.1,1,584206,593387,+
28,NZ_CP010247.1,1,1349210,1358388,-
28,NC_005810.1,1,4205392,4214571,+
28,NC_017160.1,1,508302,517483,-
28,NZ_CP019708.1,1,2041283,2050459,+
28,NZ_CP064117.1,1,410153,419334,-
28,NZ_CP006792.1,1,2649783,2658964,-
28,NC_014029.1,1,563962,573143,-
28,NC_008150.1,1,4588705,4597886,-
28,NZ_CP009844.1,1,4109278,4118459,+
28,NZ_CP045149.1,1,3774487,3783668,+
28,NC_010159.1,1,792260,801438,+
28,NZ_CP009906.1,1,2459242,2468423,+
28,NZ_CP006748.1,1,2696382,2705561,+
28,NZ_CP009704.1,1,2502993,2512174,+
28,NZ_CP064124.1,1,4089592,4098771,+
28,NZ_CP045163.1,1,517693,526874,+
28,NC_017265.1,1,3964298,3973479,+
29,NZ_CP033690.1,1,579245,605561,+
29,NC_017154.1,1,478972,505289,-
29,NC_003143.1,1,483327,509644,-
29,NZ_CP009723.1,1,3427498,3453815,+
29,NZ_CP016273.1,1,4033743,4060060,+
29,NZ_CP064125.1,1,482596,508911,-
29,NZ_CP045145.1,1,4111128,4137445,+
29,NZ_CP009991.1,1,2728495,2754811,-
29,NZ_CP045258.1,1,4020861,4047175,+
29,NZ_CP064120.1,1,379218,405535,-
29,NZ_CP064127.1,1,3766221,3792539,+
29,NZ_CP009785.1,1,497898,524215,+
29,NC_017168.1,1,594211,620528,+
29,NZ_CP010247.1,1,1322780,1349097,-
29,NC_005810.1,1,4215395,4241711,+
29,NC_017160.1,1,481163,507478,-
29,NZ_CP019708.1,1,2051283,2077595,+
29,NZ_CP064117.1,1,383012,409329,-
29,NZ_CP006792.1,1,2716556,2742873,+
29,NC_014029.1,1,536820,563138,-
29,NC_008150.1,1,4561565,4587881,-
29,NZ_CP009844.1,1,4119993,4146310,+
29,NZ_CP045149.1,1,3784492,3810809,+
29,NC_010159.1,1,802262,829301,+
29,NZ_CP009906.1,1,2469247,2495560,+
29,NZ_CP006748.1,1,2705674,2731991,+
29,NZ_CP009704.1,1,2512998,2539315,+
29,NZ_CP064124.1,1,4099595,4125912,+
29,NZ_CP045163.1,1,433783,460100,-
29,NC_017265.1,1,3974303,4000619,+
30,NZ_CP033690.1,1,606270,620722,+
30,NC_017154.1,1,464518,478970,-
30,NC_003143.1,1,468873,483325,-
30,NZ_CP009723.1,1,3453816,3468269,+
30,NZ_CP016273.1,1,4060061,4074513,+
30,NZ_CP064125.1,1,467410,481887,-
30,NZ_CP045145.1,1,4137446,4151918,+
30,NZ_CP009991.1,1,2714046,2728493,-
30,NZ_CP045258.1,1,4047884,4062362,+
30,NZ_CP064120.1,1,364768,379216,-
30,NZ_CP064127.1,1,3792540,3806997,+
30,NZ_CP009785.1,1,524216,538669,+
30,NC_017168.1,1,620529,634982,+
30,NZ_CP010247.1,1,1308322,1322778,-
30,NC_005810.1,1,4241712,4256188,+
30,NC_017160.1,1,466708,481161,-
30,NZ_CP019708.1,1,2077596,2092034,+
30,NZ_CP064117.1,1,368563,383010,-
30,NZ_CP006792.1,1,2742874,2757322,+
30,NC_014029.1,1,522366,536818,-
30,NC_008150.1,1,4547121,4561563,-
30,NZ_CP009844.1,1,4146311,4160763,+
30,NZ_CP045149.1,1,3810810,3825282,+
30,NC_010159.1,1,830010,844472,+
30,NZ_CP009906.1,1,2495561,2510004,+
30,NZ_CP006748.1,1,2731992,2746449,+
30,NZ_CP009704.1,1,2539316,2553764,+
30,NZ_CP064124.1,1,4125913,4140371,+
30,NZ_CP045163.1,1,419334,433781,-
30,NC_017265.1,1,4000620,4015068,+
31,NZ_CP033690.1,1,621019,631033,+
31,NC_017154.1,1,454205,464221,-
31,NC_003143.1,1,458560,468576,-
31,NZ_CP009723.1,1,3468566,3478582,+
31,NZ_CP016273.1,1,4074810,4084826,+
31,NZ_CP064125.1,1,457131,467113,-
31,NZ_CP045145.1,1,4152215,4162229,+
31,NZ_CP009991.1,1,2703733,2713749,-
31,NZ_CP045258.1,1,4062659,4072641,+
31,NZ_CP064120.1,1,4357937,4367945,+
31,NZ_CP064127.1,1,3807294,3817223,+
31,NZ_CP009785.1,1,538966,548982,+
31,NC_017168.1,1,635279,645278,+
31,NZ_CP010247.1,1,1298096,1308025,-
31,NC_005810.1,1,4256485,4266505,+
31,NC_017160.1,1,456395,466411,-
31,NZ_CP019708.1,1,2092331,2102347,+
31,NZ_CP064117.1,1,4463362,4473370,+
31,NZ_CP006792.1,1,2757619,2767635,+
31,NC_014029.1,1,512053,522069,-
31,NC_008150.1,1,4323493,4333507,+
31,NZ_CP009844.1,1,4161060,4171076,+
31,NZ_CP045149.1,1,3825579,3835595,+
31,NC_010159.1,1,844769,854770,+
31,NZ_CP009906.1,1,2723614,2733628,-
31,NZ_CP006748.1,1,2746746,2756675,+
31,NZ_CP009704.1,1,2554061,2564077,+
31,NZ_CP064124.1,1,4140668,4150688,+
31,NZ_CP045163.1,1,409021,419037,-
31,NC_017265.1,1,4015365,4025381,+
32,NZ_CP033690.1,1,631034,678760,+
32,NC_017154.1,1,406509,454203,-
32,NC_003143.1,1,410857,458558,-
32,NZ_CP009723.1,1,3478583,3526285,+
32,NZ_CP016273.1,1,4084827,4132529,+
32,NZ_CP064125.1,1,409425,457129,-
32,NZ_CP045145.1,1,4162230,4209925,+
32,NZ_CP009991.1,1,2656003,2703731,-
32,NZ_CP045258.1,1,4072642,4120345,+
32,NZ_CP064120.1,1,4367946,4415705,+
32,NZ_CP064127.1,1,3817224,3864620,+
32,NZ_CP009785.1,1,548983,596685,+
32,NC_017168.1,1,647240,694957,+
32,NZ_CP010247.1,1,1250332,1298094,-
32,NC_005810.1,1,4266506,4314025,+
32,NC_017160.1,1,408709,456393,-
32,NZ_CP019708.1,1,2102348,2150029,+
32,NZ_CP064117.1,1,4473371,4521113,+
32,NZ_CP006792.1,1,2767636,2815394,+
32,NC_014029.1,1,464357,512051,-
32,NC_008150.1,1,4333508,4381208,+
32,NZ_CP009844.1,1,4171077,4218779,+
32,NZ_CP045149.1,1,3835596,3883299,+
32,NC_010159.1,1,854771,902709,+
32,NZ_CP009906.1,1,2675914,2723612,-
32,NZ_CP006748.1,1,2756676,2804439,+
32,NZ_CP009704.1,1,2564078,2611806,+
32,NZ_CP064124.1,1,4150689,4198214,+
32,NZ_CP045163.1,1,361270,409019,-
32,NC_017265.1,1,4025382,4073111,+
33,NZ_CP033690.1,1,678761,686628,+
33,NC_017154.1,1,398641,406507,-
33,NC_003143.1,1,402989,410855,-
33,NZ_CP009723.1,1,3526286,3534153,+
33,NZ_CP016273.1,1,4132530,4140397,+
33,NZ_CP064125.1,1,401557,409423,-
33,NZ_CP045145.1,1,4209926,4217793,+
33,NZ_CP009991.1,1,2648135,2656001,-
33,NZ_CP045258.1,1,4120346,4128213,+
33,NZ_CP064120.1,1,4415706,4423573,+
33,NZ_CP064127.1,1,3864621,3872488,+
33,NZ_CP009785.1,1,596686,604553,+
33,NC_017168.1,1,694958,702825,+
33,NZ_CP010247.1,1,1242464,1250330,-
33,NC_005810.1,1,4314026,4321899,+
33,NC_017160.1,1,400841,408707,-
33,NZ_CP019708.1,1,2150030,2157836,+
33,NZ_CP064117.1,1,4521114,4528981,+
33,NZ_CP006792.1,1,2815395,2823262,+
33,NC_014029.1,1,456489,464355,-
33,NC_008150.1,1,4381209,4389076,+
33,NZ_CP009844.1,1,4218780,4226647,+
33,NZ_CP045149.1,1,3883300,3891167,+
33,NC_010159.1,1,1291021,1298903,-
33,NZ_CP009906.1,1,2668047,2675912,-
33,NZ_CP006748.1,1,2804440,2812307,+
33,NZ_CP009704.1,1,2611807,2619674,+
33,NZ_CP064124.1,1,4198215,4206088,+
33,NZ_CP045163.1,1,353402,361268,-
33,NC_017265.1,1,4073112,4080979,+
34,NZ_CP033690.1,1,688557,701146,+
34,NC_017154.1,1,26691,39280,-
34,NC_003143.1,1,26693,39282,-
34,NZ_CP009723.1,1,3895160,3907749,+
34,NZ_CP016273.1,1,4504082,4516670,+
34,NZ_CP064125.1,1,4563275,4575864,+
34,NZ_CP045145.1,1,4552539,4565128,+
34,NZ_CP009991.1,1,2633620,2646206,-
34,NZ_CP045258.1,1,4562216,4574805,+
34,NZ_CP064120.1,1,4425502,4438091,+
34,NZ_CP064127.1,1,4428606,4441882,+
34,NZ_CP009785.1,1,967507,980096,+
34,NC_017168.1,1,1066750,1079339,+
34,NZ_CP010247.1,1,659544,672133,+
34,NC_005810.1,1,26488,39077,-
34,NC_017160.1,1,26751,39340,-
34,NZ_CP019708.1,1,2521685,2534274,+
34,NZ_CP064117.1,1,4530910,4543499,+
34,NZ_CP006792.1,1,2825190,2837779,+
34,NC_014029.1,1,26692,39281,-
34,NC_008150.1,1,3919879,3933178,+
34,NZ_CP009844.1,1,4587659,4600248,+
34,NZ_CP045149.1,1,4473356,4485945,+
34,NC_010159.1,1,26043,39342,-
34,NZ_CP009906.1,1,2312873,2326172,+
34,NZ_CP006748.1,1,3378201,3390790,-
34,NZ_CP009704.1,1,2621604,2634190,+
34,NZ_CP064124.1,1,4540154,4552743,+
34,NZ_CP045163.1,1,338884,351473,-
34,NC_017265.1,1,4082908,4095494,+
35,NZ_CP033690.1,1,702565,709423,+
35,NC_017154.1,1,19136,25975,-
35,NC_003143.1,1,19137,25984,-
35,NZ_CP009723.1,1,3908458,3915305,+
35,NZ_CP016273.1,1,4517379,4524226,+
35,NZ_CP064125.1,1,4576573,4583431,+
35,NZ_CP045145.1,1,4565837,4572695,+
35,NZ_CP009991.1,1,2625343,2632201,-
35,NZ_CP045258.1,1,4575514,4582372,+
35,NZ_CP064120.1,1,4439510,4446368,+
35,NZ_CP064127.1,1,4441883,4448738,+
35,NZ_CP009785.1,1,980805,987652,+
35,NC_017168.1,1,1080048,1086895,+
35,NZ_CP010247.1,1,672134,678989,+
35,NC_005810.1,1,18921,25779,-
35,NC_017160.1,1,19195,26042,-
35,NZ_CP019708.1,1,2534983,2541839,+
35,NZ_CP064117.1,1,4544918,4551776,+
35,NZ_CP006792.1,1,2839198,2846056,+
35,NC_014029.1,1,19136,25983,-
35,NC_008150.1,1,3933887,3940734,+
35,NZ_CP009844.1,1,4600957,4607804,+
35,NZ_CP045149.1,1,4486654,4493512,+
35,NC_010159.1,1,19187,26041,-
35,NZ_CP009906.1,1,2326881,2333728,+
35,NZ_CP006748.1,1,3371345,3378199,-
35,NZ_CP009704.1,1,2635609,2642467,+
35,NZ_CP064124.1,1,4552744,4559599,+
35,NZ_CP045163.1,1,330607,337465,-
35,NC_017265.1,1,4096913,4103771,+
36,NZ_CP033690.1,1,718816,746574,+
36,NC_017154.1,1,4045371,4073241,-
36,NC_003143.1,1,3952332,3980211,+
36,NZ_CP009723.1,1,4608080,4635959,-
36,NZ_CP016273.1,1,3595390,3623269,+
36,NZ_CP064125.1,1,371745,399617,-
36,NZ_CP045145.1,1,518221,546092,-
36,NZ_CP009991.1,1,2588191,2615949,-
36,NZ_CP045258.1,1,4130152,4157910,+
36,NZ_CP064120.1,1,4262693,4290450,-
36,NZ_CP064127.1,1,3258617,3286534,+
36,NZ_CP009785.1,1,1682388,1710258,-
36,NC_017168.1,1,1779434,1806974,-
36,NZ_CP010247.1,1,1828942,1856687,-
36,NC_005810.1,1,4323838,4351709,+
36,NC_017160.1,1,3929175,3957045,+
36,NZ_CP019708.1,1,3234081,3261949,-
36,NZ_CP064117.1,1,4368118,4395876,-
36,NZ_CP006792.1,1,3179742,3207387,+
36,NC_014029.1,1,4105257,4133136,-
36,NC_008150.1,1,4188355,4216232,-
36,NZ_CP009844.1,1,648319,676085,-
36,NZ_CP045149.1,1,3893106,3920861,+
36,NC_010159.1,1,1151384,1179239,+
36,NZ_CP009906.1,1,2840879,2868756,+
36,NZ_CP006748.1,1,2198343,2225976,+
36,NZ_CP009704.1,1,2651858,2679615,+
36,NZ_CP064124.1,1,4242704,4270575,-
36,NZ_CP045163.1,1,4231373,4259131,+
36,NC_017265.1,1,4113164,4140922,+
37,NZ_CP033690.1,1,747264,765127,+
37,NC_017154.1,1,4026818,4044681,-
37,NC_003143.1,1,3980901,3998764,+
37,NZ_CP009723.1,1,4589527,4607390,-
37,NZ_CP016273.1,1,3623959,3641822,+
37,NZ_CP064125.1,1,353192,371055,-
37,NZ_CP045145.1,1,499668,517531,-
37,NZ_CP009991.1,1,2569638,2587501,-
37,NZ_CP045258.1,1,4158600,4176463,+
37,NZ_CP064120.1,1,4244141,4262003,-
37,NZ_CP064127.1,1,3287224,3304947,+
37,NZ_CP009785.1,1,1663835,1681698,-
37,NC_017168.1,1,1760881,1778744,-
37,NZ_CP010247.1,1,1810529,1828252,-
37,NC_005810.1,1,4352399,4370262,+
37,NC_017160.1,1,3957735,3975598,+
37,NZ_CP019708.1,1,3215528,3233391,-
37,NZ_CP064117.1,1,4349565,4367428,-
37,NZ_CP006792.1,1,3208077,3225940,+
37,NC_014029.1,1,4086704,4104567,-
37,NC_008150.1,1,4169802,4187665,-
37,NZ_CP009844.1,1,629766,647629,-
37,NZ_CP045149.1,1,3921551,3939414,+
37,NC_010159.1,1,1179929,1197779,+
37,NZ_CP009906.1,1,2869446,2887309,+
37,NZ_CP006748.1,1,2226666,2244389,+
37,NZ_CP009704.1,1,2680305,2698168,+
37,NZ_CP064124.1,1,4013026,4030889,-
37,NZ_CP045163.1,1,4259821,4277684,+
37,NC_017265.1,1,4141612,4159475,+
38,NZ_CP033690.1,1,765128,794399,+
38,NC_017154.1,1,3997547,4026816,-
38,NC_003143.1,1,4105491,4134759,-
38,NZ_CP009723.1,1,4558305,4587573,-
38,NZ_CP016273.1,1,3643776,3673044,+
38,NZ_CP064125.1,1,323904,353190,-
38,NZ_CP045145.1,1,470404,499666,-
38,NZ_CP009991.1,1,2540366,2569636,-
38,NZ_CP045258.1,1,4176464,4205751,+
38,NZ_CP064120.1,1,4214869,4244139,-
38,NZ_CP064127.1,1,3304948,3334210,+
38,NZ_CP009785.1,1,1632620,1661888,-
38,NC_017168.1,1,1729659,1758927,-
38,NZ_CP010247.1,1,1781249,1810527,-
38,NC_005810.1,1,4370263,4399548,+
38,NC_017160.1,1,3975599,4004868,+
38,NZ_CP019708.1,1,3184326,3213580,-
38,NZ_CP064117.1,1,4320293,4349563,-
38,NZ_CP006792.1,1,3225941,3255212,+
38,NC_014029.1,1,4057433,4086702,-
38,NC_008150.1,1,4140541,4169800,-
38,NZ_CP009844.1,1,598544,627812,-
38,NZ_CP045149.1,1,3939415,3968686,+
38,NC_010159.1,1,1197780,1227055,+
38,NZ_CP009906.1,1,2887310,2916568,+
38,NZ_CP006748.1,1,2244390,2273669,+
38,NZ_CP009704.1,1,2698169,2727440,+
38,NZ_CP064124.1,1,3983764,4013024,-
38,NZ_CP045163.1,1,4277685,4306956,+
38,NC_017265.1,1,4159476,4188747,+
39,NZ_CP033690.1,1,800300,855448,+
39,NC_017154.1,1,3936498,3991646,-
39,NC_003143.1,1,4044442,4099590,-
39,NZ_CP009723.1,1,4497256,4552404,-
39,NZ_CP016273.1,1,3678945,3734089,+
39,NZ_CP064125.1,1,262847,317994,-
39,NZ_CP045145.1,1,409346,464494,-
39,NZ_CP009991.1,1,2479317,2534465,-
39,NZ_CP045258.1,1,4211661,4266808,+
39,NZ_CP064120.1,1,4153820,4208968,-
39,NZ_CP064127.1,1,3340132,3395274,+
39,NZ_CP009785.1,1,1571571,1626719,-
39,NC_017168.1,1,1668610,1723758,-
39,NZ_CP010247.1,1,1720084,1775327,-
39,NC_005810.1,1,4405449,4460349,+
39,NC_017160.1,1,4010769,4065917,+
39,NZ_CP019708.1,1,3123293,3178420,-
39,NZ_CP064117.1,1,4259244,4314392,-
39,NZ_CP006792.1,1,3261113,3316261,+
39,NC_014029.1,1,3996384,4051532,-
39,NC_008150.1,1,4079495,4134640,-
39,NZ_CP009844.1,1,537495,592643,-
39,NZ_CP045149.1,1,3974587,4029735,+
39,NC_010159.1,1,1234592,1289405,+
39,NZ_CP009906.1,1,2922469,2977613,+
39,NZ_CP006748.1,1,2279591,2334832,+
39,NZ_CP009704.1,1,2733342,2788490,+
39,NZ_CP064124.1,1,3922803,3977827,-
39,NZ_CP045163.1,1,4312857,4368002,+
39,NC_017265.1,1,4194648,4249796,+
40,NZ_CP033690.1,1,855449,863926,+
40,NC_017154.1,1,3928005,3936496,-
40,NC_003143.1,1,4035964,4044440,-
40,NZ_CP009723.1,1,4488778,4497254,-
40,NZ_CP016273.1,1,3734090,3742565,+
40,NZ_CP064125.1,1,254369,262845,-
40,NZ_CP045145.1,1,400853,409344,-
40,NZ_CP009991.1,1,2470839,2479315,-
40,NZ_CP045258.1,1,4266809,4275286,+
40,NZ_CP064120.1,1,4145327,4153818,-
40,NZ_CP064127.1,1,3395275,3403767,+
40,NZ_CP009785.1,1,1563093,1571569,-
40,NC_017168.1,1,1660132,1668608,-
40,NZ_CP010247.1,1,1711591,1720082,-
40,NC_005810.1,1,4460350,4468828,+
40,NC_017160.1,1,4065918,4074410,+
40,NZ_CP019708.1,1,3114800,3123291,-
40,NZ_CP064117.1,1,4250751,4259242,-
40,NZ_CP006792.1,1,3316262,3324754,+
40,NC_014029.1,1,3987891,3996382,-
40,NC_008150.1,1,4071010,4079493,-
40,NZ_CP009844.1,1,529018,537493,-
40,NZ_CP045149.1,1,4029736,4038228,+
40,NZ_CP009906.1,1,2977614,2986098,+
40,NZ_CP006748.1,1,2334833,2343325,+
40,NZ_CP009704.1,1,2788491,2796968,+
40,NZ_CP064124.1,1,3914309,3922801,-
40,NZ_CP045163.1,1,4368003,4376495,+
40,NC_017265.1,1,4249797,4258274,+
41,NZ_CP033690.1,1,863927,871689,+
41,NC_017154.1,1,3920241,3928003,-
41,NC_003143.1,1,4028200,4035962,-
41,NZ_CP009723.1,1,4481014,4488776,-
41,NZ_CP016273.1,1,3742566,3750328,+
41,NZ_CP064125.1,1,246606,254367,-
41,NZ_CP045145.1,1,393092,400851,-
41,NZ_CP009991.1,1,2463075,2470837,-
41,NZ_CP045258.1,1,4275287,4283049,+
41,NZ_CP064120.1,1,4137563,4145325,-
41,NZ_CP064127.1,1,3403768,3411530,+
41,NZ_CP009785.1,1,1555329,1563091,-
41,NC_017168.1,1,1652368,1660130,-
41,NZ_CP010247.1,1,1703827,1711589,-
41,NC_005810.1,1,4468829,4477911,+
41,NC_017160.1,1,4074411,4082173,+
41,NZ_CP019708.1,1,3107048,3114798,-
41,NZ_CP064117.1,1,4242987,4250749,-
41,NZ_CP006792.1,1,3324755,3332517,+
41,NC_014029.1,1,3980127,3987889,-
41,NC_008150.1,1,3815065,3822843,-
41,NZ_CP009844.1,1,521254,529016,-
41,NZ_CP045149.1,1,4038229,4045988,+
41,NZ_CP009906.1,1,2208067,2215845,-
41,NZ_CP006748.1,1,2343326,2351088,+
41,NZ_CP009704.1,1,2796969,2804731,+
41,NZ_CP064124.1,1,3906545,3914307,-
41,NZ_CP045163.1,1,4376496,4384258,+
41,NC_017265.1,1,4258275,4266037,+
42,NZ_CP033690.1,1,873738,880508,+
42,NC_017154.1,1,3911422,3918192,-
42,NC_003143.1,1,4019381,4026151,-
42,NZ_CP009723.1,1,4472195,4478965,-
42,NZ_CP016273.1,1,3752377,3759147,+
42,NZ_CP064125.1,1,237787,244557,-
42,NZ_CP045145.1,1,384272,391043,-
42,NZ_CP045258.1,1,4285098,4291868,+
42,NZ_CP064120.1,1,4128744,4135514,-
42,NZ_CP064127.1,1,3413579,3420349,+
42,NZ_CP009785.1,1,1546510,1553280,-
42,NC_017168.1,1,1643549,1650319,-
42,NZ_CP010247.1,1,1695008,1701778,-
42,NC_005810.1,1,4479960,4486730,+
42,NC_017160.1,1,4084222,4090992,+
42,NZ_CP019708.1,1,3098229,3104999,-
42,NZ_CP064117.1,1,4234168,4240938,-
42,NZ_CP006792.1,1,3334566,3341336,+
42,NC_014029.1,1,3971308,3978078,-
42,NC_008150.1,1,3806246,3813016,-
42,NZ_CP009844.1,1,512435,519205,-
42,NZ_CP045149.1,1,4048037,4054807,+
42,NZ_CP009906.1,1,2199248,2206018,-
42,NZ_CP006748.1,1,2353137,2359907,+
42,NZ_CP009704.1,1,2806780,2813551,+
42,NZ_CP064124.1,1,3897726,3904496,-
42,NZ_CP045163.1,1,4386307,4393077,+
42,NC_017265.1,1,4268086,4274858,+
43,NZ_CP033690.1,1,882737,898921,+
43,NC_017154.1,1,3893010,3909193,-
43,NC_003143.1,1,4000969,4017152,-
43,NZ_CP009723.1,1,4453783,4469966,-
43,NZ_CP016273.1,1,3761376,3777559,+
43,NZ_CP064125.1,1,219376,235558,-
43,NZ_CP045145.1,1,365860,382043,-
43,NZ_CP009991.1,1,2444844,2461026,-
43,NZ_CP045258.1,1,4294097,4310280,+
43,NZ_CP064120.1,1,4110333,4126515,-
43,NZ_CP064127.1,1,3422566,3438732,+
43,NZ_CP009785.1,1,1528098,1544281,-
43,NC_017168.1,1,1625137,1641320,-
43,NZ_CP010247.1,1,1676617,1692791,-
43,NC_005810.1,1,4488959,4505143,+
43,NC_017160.1,1,4093221,4109404,+
43,NZ_CP019708.1,1,3079817,3096000,-
43,NZ_CP064117.1,1,4215757,4231939,-
43,NZ_CP006792.1,1,3343565,3359748,+
43,NC_014029.1,1,3952896,3969079,-
43,NC_008150.1,1,3787834,3804017,-
43,NZ_CP009844.1,1,494023,510206,-
43,NZ_CP045149.1,1,4056855,4073039,+
43,NZ_CP009906.1,1,2180836,2197019,-
43,NZ_CP006748.1,1,2362124,2378299,+
43,NZ_CP009704.1,1,2815780,2831963,+
43,NZ_CP064124.1,1,3879296,3895497,-
43,NZ_CP045163.1,1,4395306,4411489,+
43,NC_017265.1,1,4277087,4293270,+
44,NZ_CP033690.1,1,902168,921014,+
44,NC_017154.1,1,4407602,4426432,+
44,NC_003143.1,1,4420773,4439526,+
44,NZ_CP009723.1,1,4146684,4165438,-
44,NZ_CP016273.1,1,190530,209284,-
44,NZ_CP064125.1,1,4328147,4347016,+
44,NZ_CP045145.1,1,182032,200879,-
44,NZ_CP009991.1,1,2422750,2441597,-
44,NZ_CP045258.1,1,183710,202581,-
44,NZ_CP064120.1,1,218084,236897,+
44,NZ_CP064127.1,1,3962726,3981579,-
44,NZ_CP009785.1,1,1222940,1241693,-
44,NC_017168.1,1,1318329,1337083,-
44,NZ_CP010247.1,1,1156616,1175463,-
44,NC_005810.1,1,3679205,3698045,+
44,NC_017160.1,1,4393735,4412582,+
44,NZ_CP019708.1,1,2774897,2793644,-
44,NZ_CP064117.1,1,218109,236922,+
44,NZ_CP006792.1,1,3669894,3688708,+
44,NC_014029.1,1,2860972,2879804,-
44,NC_008150.1,1,4221184,4240014,+
44,NZ_CP009844.1,1,186916,205670,-
44,NZ_CP045149.1,1,4076286,4095084,+
44,NC_010159.1,1,4391668,4410488,-
44,NZ_CP009906.1,1,2817103,2835933,-
44,NZ_CP006748.1,1,2879309,2898155,+
44,NZ_CP009704.1,1,2835209,2854056,+
44,NZ_CP064124.1,1,119167,137991,+
44,NZ_CP045163.1,1,218135,236949,+
44,NC_017265.1,1,4296517,4315363,+
45,NZ_CP033690.1,1,926314,953615,+
45,NC_017154.1,1,4427961,4455262,+
45,NC_003143.1,1,4441055,4468356,+
45,NZ_CP009723.1,1,4117855,4145156,-
45,NZ_CP016273.1,1,161702,189002,-
45,NZ_CP064125.1,1,4352000,4379271,+
45,NZ_CP045145.1,1,149432,176733,-
45,NZ_CP009991.1,1,2390149,2417451,-
45,NZ_CP045258.1,1,151460,178729,-
45,NZ_CP064120.1,1,238426,265727,+
45,NZ_CP064127.1,1,3929340,3956584,-
45,NZ_CP009785.1,1,1194111,1221412,-
45,NC_017168.1,1,1289500,1316801,-
